Voltage ; Angle ; Time ; Step
Voltage Value: 0.000000 ; Angle Value: 110.819672 ; Time Value Ms: 0.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 95.956284 ; Time Value Ms: 5.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 96.830605 ; Time Value Ms: 10.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 119.453552 ; Time Value Ms: 15.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 118.032784 ; Time Value Ms: 20.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 111.366119 ; Time Value Ms: 25.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 109.289619 ; Time Value Ms: 30.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 96.939888 ; Time Value Ms: 35.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 114.426231 ; Time Value Ms: 40.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 102.295082 ; Time Value Ms: 45.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 115.956284 ; Time Value Ms: 50.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 119.672134 ; Time Value Ms: 55.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 98.251366 ; Time Value Ms: 60.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 115.737701 ; Time Value Ms: 65.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 97.267761 ; Time Value Ms: 70.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 97.814209 ; Time Value Ms: 75.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 119.562843 ; Time Value Ms: 80.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 110.819672 ; Time Value Ms: 85.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 99.344261 ; Time Value Ms: 90.000000; Step: 9 
Voltage Value: 0.000000 ; Angle Value: 97.814209 ; Time Value Ms: 95.000000; Step: 9 
Voltage Value: 3.000000 ; Angle Value: 119.562843 ; Time Value Ms: 100.000000; Step: 10 
Voltage Value: 3.000000 ; Angle Value: 115.956284 ; Time Value Ms: 105.000000; Step: 10 
Voltage Value: 3.300000 ; Angle Value: 97.814209 ; Time Value Ms: 110.000000; Step: 11 
Voltage Value: 3.300000 ; Angle Value: 120.983604 ; Time Value Ms: 115.000000; Step: 11 
Voltage Value: 3.600000 ; Angle Value: 102.185791 ; Time Value Ms: 120.000000; Step: 12 
Voltage Value: 3.600000 ; Angle Value: 120.874313 ; Time Value Ms: 125.000000; Step: 12 
Voltage Value: 3.900000 ; Angle Value: 118.579231 ; Time Value Ms: 130.000000; Step: 13 
Voltage Value: 3.900000 ; Angle Value: 120.765030 ; Time Value Ms: 135.000000; Step: 13 
Voltage Value: 4.200000 ; Angle Value: 96.502731 ; Time Value Ms: 140.000000; Step: 14 
Voltage Value: 4.200000 ; Angle Value: 98.797813 ; Time Value Ms: 145.000000; Step: 14 
Voltage Value: 4.500000 ; Angle Value: 95.409836 ; Time Value Ms: 150.000000; Step: 15 
Voltage Value: 4.500000 ; Angle Value: 121.092896 ; Time Value Ms: 155.000000; Step: 15 
Voltage Value: 4.800000 ; Angle Value: 98.469948 ; Time Value Ms: 160.000000; Step: 16 
Voltage Value: 4.800000 ; Angle Value: 111.803276 ; Time Value Ms: 165.000000; Step: 16 
Voltage Value: 5.100000 ; Angle Value: 110.819672 ; Time Value Ms: 170.000000; Step: 17 
Voltage Value: 5.100000 ; Angle Value: 99.562843 ; Time Value Ms: 175.000000; Step: 17 
Voltage Value: 5.400000 ; Angle Value: 109.398911 ; Time Value Ms: 180.000000; Step: 18 
Voltage Value: 5.400000 ; Angle Value: 121.967216 ; Time Value Ms: 185.000000; Step: 18 
Voltage Value: 5.700000 ; Angle Value: 93.770493 ; Time Value Ms: 190.000000; Step: 19 
Voltage Value: 5.700000 ; Angle Value: 90.601089 ; Time Value Ms: 195.000000; Step: 19 
Voltage Value: 12.000000 ; Angle Value: 89.508194 ; Time Value Ms: 200.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 90.054642 ; Time Value Ms: 205.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 108.961746 ; Time Value Ms: 210.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 93.551910 ; Time Value Ms: 215.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 120.874313 ; Time Value Ms: 220.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 92.677597 ; Time Value Ms: 225.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 96.721313 ; Time Value Ms: 230.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 97.923500 ; Time Value Ms: 235.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 98.032784 ; Time Value Ms: 240.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 104.043716 ; Time Value Ms: 245.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 90.163933 ; Time Value Ms: 250.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 87.540985 ; Time Value Ms: 255.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 87.103828 ; Time Value Ms: 260.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 81.748634 ; Time Value Ms: 265.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 103.606560 ; Time Value Ms: 270.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 116.065575 ; Time Value Ms: 275.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 95.409836 ; Time Value Ms: 280.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 115.300545 ; Time Value Ms: 285.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 100.218582 ; Time Value Ms: 290.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 105.136612 ; Time Value Ms: 295.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 113.333336 ; Time Value Ms: 300.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 106.557381 ; Time Value Ms: 305.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 81.857925 ; Time Value Ms: 310.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 82.732239 ; Time Value Ms: 315.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 89.289619 ; Time Value Ms: 320.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 93.989075 ; Time Value Ms: 325.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 81.311478 ; Time Value Ms: 330.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 87.322403 ; Time Value Ms: 335.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 102.950821 ; Time Value Ms: 340.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 94.207649 ; Time Value Ms: 345.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 107.759560 ; Time Value Ms: 350.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 78.142075 ; Time Value Ms: 355.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 73.442619 ; Time Value Ms: 360.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 104.262299 ; Time Value Ms: 365.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 92.677597 ; Time Value Ms: 370.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 92.131149 ; Time Value Ms: 375.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 95.191254 ; Time Value Ms: 380.000000; Step: 38 
Voltage Value: 12.000000 ; Angle Value: 74.754097 ; Time Value Ms: 385.000000; Step: 38 
Voltage Value: 12.000000 ; Angle Value: 97.923500 ; Time Value Ms: 390.000000; Step: 39 
Voltage Value: 12.000000 ; Angle Value: 93.224045 ; Time Value Ms: 395.000000; Step: 39 
Voltage Value: 6.000000 ; Angle Value: 85.901642 ; Time Value Ms: 400.000000; Step: 40 
Voltage Value: 6.000000 ; Angle Value: 100.437157 ; Time Value Ms: 405.000000; Step: 40 
Voltage Value: 5.700000 ; Angle Value: 93.661201 ; Time Value Ms: 410.000000; Step: 41 
Voltage Value: 5.700000 ; Angle Value: 81.092896 ; Time Value Ms: 415.000000; Step: 41 
Voltage Value: 5.400000 ; Angle Value: 87.978142 ; Time Value Ms: 420.000000; Step: 42 
Voltage Value: 5.400000 ; Angle Value: 67.213112 ; Time Value Ms: 425.000000; Step: 42 
Voltage Value: 5.100000 ; Angle Value: 97.595627 ; Time Value Ms: 430.000000; Step: 43 
Voltage Value: 5.100000 ; Angle Value: 68.524590 ; Time Value Ms: 435.000000; Step: 43 
Voltage Value: 4.800000 ; Angle Value: 72.896172 ; Time Value Ms: 440.000000; Step: 44 
Voltage Value: 4.800000 ; Angle Value: 89.617485 ; Time Value Ms: 445.000000; Step: 44 
Voltage Value: 4.500000 ; Angle Value: 68.743172 ; Time Value Ms: 450.000000; Step: 45 
Voltage Value: 4.500000 ; Angle Value: 64.808746 ; Time Value Ms: 455.000000; Step: 45 
Voltage Value: 4.200000 ; Angle Value: 82.950821 ; Time Value Ms: 460.000000; Step: 46 
Voltage Value: 4.200000 ; Angle Value: 64.808746 ; Time Value Ms: 465.000000; Step: 46 
Voltage Value: 3.900000 ; Angle Value: 77.595627 ; Time Value Ms: 470.000000; Step: 47 
Voltage Value: 3.900000 ; Angle Value: 69.289619 ; Time Value Ms: 475.000000; Step: 47 
Voltage Value: 3.600000 ; Angle Value: 92.131149 ; Time Value Ms: 480.000000; Step: 48 
Voltage Value: 3.600000 ; Angle Value: 93.770493 ; Time Value Ms: 485.000000; Step: 48 
Voltage Value: 3.300000 ; Angle Value: 93.989075 ; Time Value Ms: 490.000000; Step: 49 
Voltage Value: 3.300000 ; Angle Value: 90.163933 ; Time Value Ms: 495.000000; Step: 49 
Voltage Value: 0.000000 ; Angle Value: 91.912567 ; Time Value Ms: 500.000000; Step: 50 
Voltage Value: 0.000000 ; Angle Value: 91.584702 ; Time Value Ms: 505.000000; Step: 50 
Voltage Value: 0.000000 ; Angle Value: 82.295082 ; Time Value Ms: 510.000000; Step: 51 
Voltage Value: 0.000000 ; Angle Value: 83.278687 ; Time Value Ms: 515.000000; Step: 51 
Voltage Value: 0.000000 ; Angle Value: 88.415298 ; Time Value Ms: 520.000000; Step: 52 
Voltage Value: 0.000000 ; Angle Value: 66.448090 ; Time Value Ms: 525.000000; Step: 52 
Voltage Value: 0.000000 ; Angle Value: 91.693993 ; Time Value Ms: 530.000000; Step: 53 
Voltage Value: 0.000000 ; Angle Value: 65.683060 ; Time Value Ms: 535.000000; Step: 53 
Voltage Value: 0.000000 ; Angle Value: 83.606560 ; Time Value Ms: 540.000000; Step: 54 
Voltage Value: 0.000000 ; Angle Value: 91.803276 ; Time Value Ms: 545.000000; Step: 54 
Voltage Value: 0.000000 ; Angle Value: 66.120216 ; Time Value Ms: 550.000000; Step: 55 
Voltage Value: 0.000000 ; Angle Value: 65.136612 ; Time Value Ms: 555.000000; Step: 55 
Voltage Value: 0.000000 ; Angle Value: 92.677597 ; Time Value Ms: 560.000000; Step: 56 
Voltage Value: 0.000000 ; Angle Value: 91.803276 ; Time Value Ms: 565.000000; Step: 56 
Voltage Value: 0.000000 ; Angle Value: 69.836067 ; Time Value Ms: 570.000000; Step: 57 
Voltage Value: 0.000000 ; Angle Value: 89.180328 ; Time Value Ms: 575.000000; Step: 57 
Voltage Value: 0.000000 ; Angle Value: 66.666664 ; Time Value Ms: 580.000000; Step: 58 
Voltage Value: 0.000000 ; Angle Value: 91.584702 ; Time Value Ms: 585.000000; Step: 58 
Voltage Value: 0.000000 ; Angle Value: 60.327869 ; Time Value Ms: 590.000000; Step: 59 
Voltage Value: 0.000000 ; Angle Value: 88.415298 ; Time Value Ms: 595.000000; Step: 59 
Voltage Value: -3.000000 ; Angle Value: 91.803276 ; Time Value Ms: 600.000000; Step: 60 
Voltage Value: -3.000000 ; Angle Value: 76.502731 ; Time Value Ms: 605.000000; Step: 60 
Voltage Value: -3.300000 ; Angle Value: 86.010925 ; Time Value Ms: 610.000000; Step: 61 
Voltage Value: -3.300000 ; Angle Value: 89.508194 ; Time Value Ms: 615.000000; Step: 61 
Voltage Value: -3.600000 ; Angle Value: 63.387978 ; Time Value Ms: 620.000000; Step: 62 
Voltage Value: -3.600000 ; Angle Value: 83.169395 ; Time Value Ms: 625.000000; Step: 62 
Voltage Value: -3.900000 ; Angle Value: 75.081970 ; Time Value Ms: 630.000000; Step: 63 
Voltage Value: -3.900000 ; Angle Value: 86.885246 ; Time Value Ms: 635.000000; Step: 63 
Voltage Value: -4.200000 ; Angle Value: 88.961746 ; Time Value Ms: 640.000000; Step: 64 
Voltage Value: -4.200000 ; Angle Value: 67.650276 ; Time Value Ms: 645.000000; Step: 64 
Voltage Value: -4.500000 ; Angle Value: 92.677597 ; Time Value Ms: 650.000000; Step: 65 
Voltage Value: -4.500000 ; Angle Value: 75.409836 ; Time Value Ms: 655.000000; Step: 65 
Voltage Value: -4.800000 ; Angle Value: 82.295082 ; Time Value Ms: 660.000000; Step: 66 
Voltage Value: -4.800000 ; Angle Value: 94.972679 ; Time Value Ms: 665.000000; Step: 66 
Voltage Value: -5.100000 ; Angle Value: 79.890709 ; Time Value Ms: 670.000000; Step: 67 
Voltage Value: -5.100000 ; Angle Value: 83.278687 ; Time Value Ms: 675.000000; Step: 67 
Voltage Value: -5.400000 ; Angle Value: 87.978142 ; Time Value Ms: 680.000000; Step: 68 
Voltage Value: -5.400000 ; Angle Value: 78.251366 ; Time Value Ms: 685.000000; Step: 68 
Voltage Value: -5.700000 ; Angle Value: 79.125687 ; Time Value Ms: 690.000000; Step: 69 
Voltage Value: -5.700000 ; Angle Value: 76.830605 ; Time Value Ms: 695.000000; Step: 69 
Voltage Value: -12.000000 ; Angle Value: 70.054642 ; Time Value Ms: 700.000000; Step: 70 
Voltage Value: -12.000000 ; Angle Value: 72.896172 ; Time Value Ms: 705.000000; Step: 70 
Voltage Value: -12.000000 ; Angle Value: 81.530052 ; Time Value Ms: 710.000000; Step: 71 
Voltage Value: -12.000000 ; Angle Value: 83.934425 ; Time Value Ms: 715.000000; Step: 71 
Voltage Value: -12.000000 ; Angle Value: 81.311478 ; Time Value Ms: 720.000000; Step: 72 
Voltage Value: -12.000000 ; Angle Value: 79.125687 ; Time Value Ms: 725.000000; Step: 72 
Voltage Value: -12.000000 ; Angle Value: 81.202187 ; Time Value Ms: 730.000000; Step: 73 
Voltage Value: -12.000000 ; Angle Value: 77.595627 ; Time Value Ms: 735.000000; Step: 73 
Voltage Value: -12.000000 ; Angle Value: 99.016396 ; Time Value Ms: 740.000000; Step: 74 
Voltage Value: -12.000000 ; Angle Value: 102.185791 ; Time Value Ms: 745.000000; Step: 74 
Voltage Value: -12.000000 ; Angle Value: 77.595627 ; Time Value Ms: 750.000000; Step: 75 
Voltage Value: -12.000000 ; Angle Value: 82.295082 ; Time Value Ms: 755.000000; Step: 75 
Voltage Value: -12.000000 ; Angle Value: 92.349724 ; Time Value Ms: 760.000000; Step: 76 
Voltage Value: -12.000000 ; Angle Value: 79.344261 ; Time Value Ms: 765.000000; Step: 76 
Voltage Value: -12.000000 ; Angle Value: 102.404373 ; Time Value Ms: 770.000000; Step: 77 
Voltage Value: -12.000000 ; Angle Value: 103.060112 ; Time Value Ms: 775.000000; Step: 77 
Voltage Value: -12.000000 ; Angle Value: 92.677597 ; Time Value Ms: 780.000000; Step: 78 
Voltage Value: -12.000000 ; Angle Value: 81.857925 ; Time Value Ms: 785.000000; Step: 78 
Voltage Value: -12.000000 ; Angle Value: 105.136612 ; Time Value Ms: 790.000000; Step: 79 
Voltage Value: -12.000000 ; Angle Value: 100.983604 ; Time Value Ms: 795.000000; Step: 79 
Voltage Value: -12.000000 ; Angle Value: 86.338799 ; Time Value Ms: 800.000000; Step: 80 
Voltage Value: -12.000000 ; Angle Value: 111.147537 ; Time Value Ms: 805.000000; Step: 80 
Voltage Value: -12.000000 ; Angle Value: 84.918030 ; Time Value Ms: 810.000000; Step: 81 
Voltage Value: -12.000000 ; Angle Value: 106.666664 ; Time Value Ms: 815.000000; Step: 81 
Voltage Value: -12.000000 ; Angle Value: 106.557381 ; Time Value Ms: 820.000000; Step: 82 
Voltage Value: -12.000000 ; Angle Value: 108.743172 ; Time Value Ms: 825.000000; Step: 82 
Voltage Value: -12.000000 ; Angle Value: 102.185791 ; Time Value Ms: 830.000000; Step: 83 
Voltage Value: -12.000000 ; Angle Value: 110.819672 ; Time Value Ms: 835.000000; Step: 83 
Voltage Value: -12.000000 ; Angle Value: 96.502731 ; Time Value Ms: 840.000000; Step: 84 
Voltage Value: -12.000000 ; Angle Value: 99.344261 ; Time Value Ms: 845.000000; Step: 84 
Voltage Value: -12.000000 ; Angle Value: 100.546448 ; Time Value Ms: 850.000000; Step: 85 
Voltage Value: -12.000000 ; Angle Value: 98.360657 ; Time Value Ms: 855.000000; Step: 85 
Voltage Value: -12.000000 ; Angle Value: 117.267761 ; Time Value Ms: 860.000000; Step: 86 
Voltage Value: -12.000000 ; Angle Value: 114.754097 ; Time Value Ms: 865.000000; Step: 86 
Voltage Value: -12.000000 ; Angle Value: 94.972679 ; Time Value Ms: 870.000000; Step: 87 
Voltage Value: -12.000000 ; Angle Value: 109.398911 ; Time Value Ms: 875.000000; Step: 87 
Voltage Value: -12.000000 ; Angle Value: 98.688522 ; Time Value Ms: 880.000000; Step: 88 
Voltage Value: -12.000000 ; Angle Value: 94.863388 ; Time Value Ms: 885.000000; Step: 88 
Voltage Value: -12.000000 ; Angle Value: 98.797813 ; Time Value Ms: 890.000000; Step: 89 
Voltage Value: -12.000000 ; Angle Value: 102.185791 ; Time Value Ms: 895.000000; Step: 89 
Voltage Value: -6.000000 ; Angle Value: 99.125687 ; Time Value Ms: 900.000000; Step: 90 
Voltage Value: -6.000000 ; Angle Value: 117.704918 ; Time Value Ms: 905.000000; Step: 90 
Voltage Value: -5.700000 ; Angle Value: 100.765030 ; Time Value Ms: 910.000000; Step: 91 
Voltage Value: -5.700000 ; Angle Value: 100.765030 ; Time Value Ms: 915.000000; Step: 91 
Voltage Value: -5.400000 ; Angle Value: 113.879784 ; Time Value Ms: 920.000000; Step: 92 
Voltage Value: -5.400000 ; Angle Value: 101.530052 ; Time Value Ms: 925.000000; Step: 92 
Voltage Value: -5.100000 ; Angle Value: 123.606560 ; Time Value Ms: 930.000000; Step: 93 
Voltage Value: -5.100000 ; Angle Value: 104.262299 ; Time Value Ms: 935.000000; Step: 93 
Voltage Value: -4.800000 ; Angle Value: 105.136612 ; Time Value Ms: 940.000000; Step: 94 
Voltage Value: -4.800000 ; Angle Value: 118.032784 ; Time Value Ms: 945.000000; Step: 94 
Voltage Value: -4.500000 ; Angle Value: 100.983604 ; Time Value Ms: 950.000000; Step: 95 
Voltage Value: -4.500000 ; Angle Value: 121.202187 ; Time Value Ms: 955.000000; Step: 95 
Voltage Value: -4.200000 ; Angle Value: 113.770493 ; Time Value Ms: 960.000000; Step: 96 
Voltage Value: -4.200000 ; Angle Value: 123.825134 ; Time Value Ms: 965.000000; Step: 96 
Voltage Value: -3.900000 ; Angle Value: 106.775955 ; Time Value Ms: 970.000000; Step: 97 
Voltage Value: -3.900000 ; Angle Value: 123.825134 ; Time Value Ms: 975.000000; Step: 97 
Voltage Value: -3.600000 ; Angle Value: 116.721313 ; Time Value Ms: 980.000000; Step: 98 
Voltage Value: -3.600000 ; Angle Value: 125.355194 ; Time Value Ms: 985.000000; Step: 98 
Voltage Value: -3.300000 ; Angle Value: 119.781418 ; Time Value Ms: 990.000000; Step: 99 
Voltage Value: -3.300000 ; Angle Value: 116.721313 ; Time Value Ms: 995.000000; Step: 99 
Voltage Value: 0.000000 ; Angle Value: 121.857925 ; Time Value Ms: 1000.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 127.322403 ; Time Value Ms: 1005.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 109.726776 ; Time Value Ms: 1010.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 120.000000 ; Time Value Ms: 1015.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 107.540985 ; Time Value Ms: 1020.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 125.901642 ; Time Value Ms: 1025.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 126.666664 ; Time Value Ms: 1030.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 121.420769 ; Time Value Ms: 1035.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 115.191254 ; Time Value Ms: 1040.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 116.502731 ; Time Value Ms: 1045.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 109.726776 ; Time Value Ms: 1050.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 106.120216 ; Time Value Ms: 1055.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 124.808746 ; Time Value Ms: 1060.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 107.540985 ; Time Value Ms: 1065.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 126.885246 ; Time Value Ms: 1070.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 126.666664 ; Time Value Ms: 1075.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 112.568306 ; Time Value Ms: 1080.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 125.355194 ; Time Value Ms: 1085.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 122.185791 ; Time Value Ms: 1090.000000; Step: 9 
Voltage Value: 0.000000 ; Angle Value: 107.213112 ; Time Value Ms: 1095.000000; Step: 9 
Voltage Value: 3.000000 ; Angle Value: 106.338799 ; Time Value Ms: 1100.000000; Step: 10 
Voltage Value: 3.000000 ; Angle Value: 115.191254 ; Time Value Ms: 1105.000000; Step: 10 
Voltage Value: 3.300000 ; Angle Value: 122.295082 ; Time Value Ms: 1110.000000; Step: 11 
Voltage Value: 3.300000 ; Angle Value: 126.448090 ; Time Value Ms: 1115.000000; Step: 11 
Voltage Value: 3.600000 ; Angle Value: 119.125687 ; Time Value Ms: 1120.000000; Step: 12 
Voltage Value: 3.600000 ; Angle Value: 125.355194 ; Time Value Ms: 1125.000000; Step: 12 
Voltage Value: 3.900000 ; Angle Value: 111.256828 ; Time Value Ms: 1130.000000; Step: 13 
Voltage Value: 3.900000 ; Angle Value: 104.153008 ; Time Value Ms: 1135.000000; Step: 13 
Voltage Value: 4.200000 ; Angle Value: 103.278687 ; Time Value Ms: 1140.000000; Step: 14 
Voltage Value: 4.200000 ; Angle Value: 126.775955 ; Time Value Ms: 1145.000000; Step: 14 
Voltage Value: 4.500000 ; Angle Value: 110.273224 ; Time Value Ms: 1150.000000; Step: 15 
Voltage Value: 4.500000 ; Angle Value: 117.595627 ; Time Value Ms: 1155.000000; Step: 15 
Voltage Value: 4.800000 ; Angle Value: 102.841530 ; Time Value Ms: 1160.000000; Step: 16 
Voltage Value: 4.800000 ; Angle Value: 106.885246 ; Time Value Ms: 1165.000000; Step: 16 
Voltage Value: 5.100000 ; Angle Value: 109.726776 ; Time Value Ms: 1170.000000; Step: 17 
Voltage Value: 5.100000 ; Angle Value: 105.245903 ; Time Value Ms: 1175.000000; Step: 17 
Voltage Value: 5.400000 ; Angle Value: 103.825134 ; Time Value Ms: 1180.000000; Step: 18 
Voltage Value: 5.400000 ; Angle Value: 106.338799 ; Time Value Ms: 1185.000000; Step: 18 
Voltage Value: 5.700000 ; Angle Value: 114.316940 ; Time Value Ms: 1190.000000; Step: 19 
Voltage Value: 5.700000 ; Angle Value: 103.934425 ; Time Value Ms: 1195.000000; Step: 19 
Voltage Value: 12.000000 ; Angle Value: 125.901642 ; Time Value Ms: 1200.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 105.027321 ; Time Value Ms: 1205.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 100.983604 ; Time Value Ms: 1210.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 122.185791 ; Time Value Ms: 1215.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 103.060112 ; Time Value Ms: 1220.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 101.420769 ; Time Value Ms: 1225.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 98.797813 ; Time Value Ms: 1230.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 106.775955 ; Time Value Ms: 1235.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 119.672134 ; Time Value Ms: 1240.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 120.765030 ; Time Value Ms: 1245.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 121.202187 ; Time Value Ms: 1250.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 120.000000 ; Time Value Ms: 1255.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 98.360657 ; Time Value Ms: 1260.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 119.344261 ; Time Value Ms: 1265.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 95.081970 ; Time Value Ms: 1270.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 107.103828 ; Time Value Ms: 1275.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 118.579231 ; Time Value Ms: 1280.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 112.349724 ; Time Value Ms: 1285.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 109.617485 ; Time Value Ms: 1290.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 97.049179 ; Time Value Ms: 1295.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 90.601089 ; Time Value Ms: 1300.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 111.147537 ; Time Value Ms: 1305.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 92.131149 ; Time Value Ms: 1310.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 113.879784 ; Time Value Ms: 1315.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 111.803276 ; Time Value Ms: 1320.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 87.650276 ; Time Value Ms: 1325.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 90.710381 ; Time Value Ms: 1330.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 86.885246 ; Time Value Ms: 1335.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 111.147537 ; Time Value Ms: 1340.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 90.382515 ; Time Value Ms: 1345.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 89.617485 ; Time Value Ms: 1350.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 108.961746 ; Time Value Ms: 1355.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 90.710381 ; Time Value Ms: 1360.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 82.076500 ; Time Value Ms: 1365.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 104.262299 ; Time Value Ms: 1370.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 106.120216 ; Time Value Ms: 1375.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 103.715843 ; Time Value Ms: 1380.000000; Step: 38 
Voltage Value: 12.000000 ; Angle Value: 104.043716 ; Time Value Ms: 1385.000000; Step: 38 
