Voltage ; Angle ; Time ; Step
Voltage Value: -3.300000 ; Angle Value: 168.415298 ; Time Value Ms: 12990.000000; Step: 99 
Voltage Value: -3.300000 ; Angle Value: 149.836060 ; Time Value Ms: 12995.000000; Step: 99 
Voltage Value: 0.000000 ; Angle Value: 160.000000 ; Time Value Ms: 13000.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 158.579239 ; Time Value Ms: 13005.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 168.524597 ; Time Value Ms: 13010.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 171.584702 ; Time Value Ms: 13015.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 154.098358 ; Time Value Ms: 13020.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 169.508194 ; Time Value Ms: 13025.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 146.557373 ; Time Value Ms: 13030.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 170.382507 ; Time Value Ms: 13035.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 171.584702 ; Time Value Ms: 13040.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 157.704926 ; Time Value Ms: 13045.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 146.448090 ; Time Value Ms: 13050.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 144.043716 ; Time Value Ms: 13055.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 157.595627 ; Time Value Ms: 13060.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 170.054642 ; Time Value Ms: 13065.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 147.868851 ; Time Value Ms: 13070.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 147.213120 ; Time Value Ms: 13075.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 172.459015 ; Time Value Ms: 13080.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 151.584702 ; Time Value Ms: 13085.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 158.579239 ; Time Value Ms: 13090.000000; Step: 9 
Voltage Value: 0.000000 ; Angle Value: 160.218582 ; Time Value Ms: 13095.000000; Step: 9 
Voltage Value: 3.000000 ; Angle Value: 147.213120 ; Time Value Ms: 13100.000000; Step: 10 
Voltage Value: 3.000000 ; Angle Value: 152.459015 ; Time Value Ms: 13105.000000; Step: 10 
Voltage Value: 3.300000 ; Angle Value: 150.273224 ; Time Value Ms: 13110.000000; Step: 11 
Voltage Value: 3.300000 ; Angle Value: 173.005463 ; Time Value Ms: 13115.000000; Step: 11 
Voltage Value: 3.600000 ; Angle Value: 148.306015 ; Time Value Ms: 13120.000000; Step: 12 
Voltage Value: 3.600000 ; Angle Value: 148.196716 ; Time Value Ms: 13125.000000; Step: 12 
Voltage Value: 3.900000 ; Angle Value: 167.868851 ; Time Value Ms: 13130.000000; Step: 13 
Voltage Value: 3.900000 ; Angle Value: 170.054642 ; Time Value Ms: 13135.000000; Step: 13 
Voltage Value: 4.200000 ; Angle Value: 166.010925 ; Time Value Ms: 13140.000000; Step: 14 
Voltage Value: 4.200000 ; Angle Value: 145.355194 ; Time Value Ms: 13145.000000; Step: 14 
Voltage Value: 4.500000 ; Angle Value: 145.136612 ; Time Value Ms: 13150.000000; Step: 15 
Voltage Value: 4.500000 ; Angle Value: 152.349731 ; Time Value Ms: 13155.000000; Step: 15 
Voltage Value: 4.800000 ; Angle Value: 145.136612 ; Time Value Ms: 13160.000000; Step: 16 
Voltage Value: 4.800000 ; Angle Value: 150.163940 ; Time Value Ms: 13165.000000; Step: 16 
Voltage Value: 5.100000 ; Angle Value: 168.852463 ; Time Value Ms: 13170.000000; Step: 17 
Voltage Value: 5.100000 ; Angle Value: 167.322403 ; Time Value Ms: 13175.000000; Step: 17 
Voltage Value: 5.400000 ; Angle Value: 166.994537 ; Time Value Ms: 13180.000000; Step: 18 
Voltage Value: 5.400000 ; Angle Value: 156.393448 ; Time Value Ms: 13185.000000; Step: 18 
Voltage Value: 5.700000 ; Angle Value: 155.737701 ; Time Value Ms: 13190.000000; Step: 19 
Voltage Value: 5.700000 ; Angle Value: 155.628418 ; Time Value Ms: 13195.000000; Step: 19 
Voltage Value: 12.000000 ; Angle Value: 151.256836 ; Time Value Ms: 13200.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 172.459015 ; Time Value Ms: 13205.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 147.759567 ; Time Value Ms: 13210.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 166.010925 ; Time Value Ms: 13215.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 161.202179 ; Time Value Ms: 13220.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 151.256836 ; Time Value Ms: 13225.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 147.213120 ; Time Value Ms: 13230.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 164.043716 ; Time Value Ms: 13235.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 163.060104 ; Time Value Ms: 13240.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 167.213120 ; Time Value Ms: 13245.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 166.010925 ; Time Value Ms: 13250.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 164.699448 ; Time Value Ms: 13255.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 156.502731 ; Time Value Ms: 13260.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 139.672134 ; Time Value Ms: 13265.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 164.371582 ; Time Value Ms: 13270.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 165.573776 ; Time Value Ms: 13275.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 163.715851 ; Time Value Ms: 13280.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 134.098358 ; Time Value Ms: 13285.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 138.469940 ; Time Value Ms: 13290.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 160.218582 ; Time Value Ms: 13295.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 156.284149 ; Time Value Ms: 13300.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 160.874313 ; Time Value Ms: 13305.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 149.836060 ; Time Value Ms: 13310.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 145.901642 ; Time Value Ms: 13315.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 131.147537 ; Time Value Ms: 13320.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 129.726776 ; Time Value Ms: 13325.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 152.349731 ; Time Value Ms: 13330.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 145.136612 ; Time Value Ms: 13335.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 135.191254 ; Time Value Ms: 13340.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 129.180328 ; Time Value Ms: 13345.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 134.535522 ; Time Value Ms: 13350.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 143.934433 ; Time Value Ms: 13355.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 152.896179 ; Time Value Ms: 13360.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 125.573769 ; Time Value Ms: 13365.000000; Step: 36 
Voltage Value: 12.000000 ; Angle Value: 127.431694 ; Time Value Ms: 13370.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 144.043716 ; Time Value Ms: 13375.000000; Step: 37 
Voltage Value: 12.000000 ; Angle Value: 136.830597 ; Time Value Ms: 13380.000000; Step: 38 
Voltage Value: 12.000000 ; Angle Value: 150.273224 ; Time Value Ms: 13385.000000; Step: 38 
Voltage Value: 12.000000 ; Angle Value: 124.699455 ; Time Value Ms: 13390.000000; Step: 39 
Voltage Value: 12.000000 ; Angle Value: 134.207657 ; Time Value Ms: 13395.000000; Step: 39 
Voltage Value: 6.000000 ; Angle Value: 120.109291 ; Time Value Ms: 13400.000000; Step: 40 
Voltage Value: 6.000000 ; Angle Value: 119.453552 ; Time Value Ms: 13405.000000; Step: 40 
Voltage Value: 5.700000 ; Angle Value: 140.000000 ; Time Value Ms: 13410.000000; Step: 41 
Voltage Value: 5.700000 ; Angle Value: 121.857925 ; Time Value Ms: 13415.000000; Step: 41 
Voltage Value: 5.400000 ; Angle Value: 115.191254 ; Time Value Ms: 13420.000000; Step: 42 
Voltage Value: 5.400000 ; Angle Value: 144.043716 ; Time Value Ms: 13425.000000; Step: 42 
Voltage Value: 5.100000 ; Angle Value: 134.207657 ; Time Value Ms: 13430.000000; Step: 43 
Voltage Value: 5.100000 ; Angle Value: 136.393448 ; Time Value Ms: 13435.000000; Step: 43 
Voltage Value: 4.800000 ; Angle Value: 118.251366 ; Time Value Ms: 13440.000000; Step: 44 
Voltage Value: 4.800000 ; Angle Value: 121.420769 ; Time Value Ms: 13445.000000; Step: 44 
Voltage Value: 4.500000 ; Angle Value: 113.442619 ; Time Value Ms: 13450.000000; Step: 45 
Voltage Value: 4.500000 ; Angle Value: 141.092896 ; Time Value Ms: 13455.000000; Step: 45 
Voltage Value: 4.200000 ; Angle Value: 132.568314 ; Time Value Ms: 13460.000000; Step: 46 
Voltage Value: 4.200000 ; Angle Value: 115.191254 ; Time Value Ms: 13465.000000; Step: 46 
Voltage Value: 3.900000 ; Angle Value: 131.038254 ; Time Value Ms: 13470.000000; Step: 47 
Voltage Value: 3.900000 ; Angle Value: 114.426231 ; Time Value Ms: 13475.000000; Step: 47 
Voltage Value: 3.600000 ; Angle Value: 122.732239 ; Time Value Ms: 13480.000000; Step: 48 
Voltage Value: 3.600000 ; Angle Value: 110.928963 ; Time Value Ms: 13485.000000; Step: 48 
Voltage Value: 3.300000 ; Angle Value: 117.158470 ; Time Value Ms: 13490.000000; Step: 49 
Voltage Value: 3.300000 ; Angle Value: 131.912567 ; Time Value Ms: 13495.000000; Step: 49 
Voltage Value: 0.000000 ; Angle Value: 116.502731 ; Time Value Ms: 13500.000000; Step: 50 
Voltage Value: 0.000000 ; Angle Value: 138.032791 ; Time Value Ms: 13505.000000; Step: 50 
Voltage Value: 0.000000 ; Angle Value: 123.060112 ; Time Value Ms: 13510.000000; Step: 51 
Voltage Value: 0.000000 ; Angle Value: 110.819672 ; Time Value Ms: 13515.000000; Step: 51 
Voltage Value: 0.000000 ; Angle Value: 116.939888 ; Time Value Ms: 13520.000000; Step: 52 
Voltage Value: 0.000000 ; Angle Value: 118.032784 ; Time Value Ms: 13525.000000; Step: 52 
Voltage Value: 0.000000 ; Angle Value: 120.327866 ; Time Value Ms: 13530.000000; Step: 53 
Voltage Value: 0.000000 ; Angle Value: 135.409836 ; Time Value Ms: 13535.000000; Step: 53 
Voltage Value: 0.000000 ; Angle Value: 132.131149 ; Time Value Ms: 13540.000000; Step: 54 
Voltage Value: 0.000000 ; Angle Value: 136.065567 ; Time Value Ms: 13545.000000; Step: 54 
Voltage Value: 0.000000 ; Angle Value: 135.737701 ; Time Value Ms: 13550.000000; Step: 55 
Voltage Value: 0.000000 ; Angle Value: 129.180328 ; Time Value Ms: 13555.000000; Step: 55 
Voltage Value: 0.000000 ; Angle Value: 123.278687 ; Time Value Ms: 13560.000000; Step: 56 
Voltage Value: 0.000000 ; Angle Value: 112.896172 ; Time Value Ms: 13565.000000; Step: 56 
Voltage Value: 0.000000 ; Angle Value: 120.655739 ; Time Value Ms: 13570.000000; Step: 57 
Voltage Value: 0.000000 ; Angle Value: 118.360657 ; Time Value Ms: 13575.000000; Step: 57 
Voltage Value: 0.000000 ; Angle Value: 121.530052 ; Time Value Ms: 13580.000000; Step: 58 
Voltage Value: 0.000000 ; Angle Value: 132.786880 ; Time Value Ms: 13585.000000; Step: 58 
Voltage Value: 0.000000 ; Angle Value: 132.677597 ; Time Value Ms: 13590.000000; Step: 59 
Voltage Value: 0.000000 ; Angle Value: 111.038254 ; Time Value Ms: 13595.000000; Step: 59 
Voltage Value: -3.000000 ; Angle Value: 109.945358 ; Time Value Ms: 13600.000000; Step: 60 
Voltage Value: -3.000000 ; Angle Value: 135.191254 ; Time Value Ms: 13605.000000; Step: 60 
Voltage Value: -3.300000 ; Angle Value: 127.540985 ; Time Value Ms: 13610.000000; Step: 61 
Voltage Value: -3.300000 ; Angle Value: 121.967216 ; Time Value Ms: 13615.000000; Step: 61 
Voltage Value: -3.600000 ; Angle Value: 135.737701 ; Time Value Ms: 13620.000000; Step: 62 
Voltage Value: -3.600000 ; Angle Value: 112.021858 ; Time Value Ms: 13625.000000; Step: 62 
Voltage Value: -3.900000 ; Angle Value: 122.295082 ; Time Value Ms: 13630.000000; Step: 63 
Voltage Value: -3.900000 ; Angle Value: 138.579239 ; Time Value Ms: 13635.000000; Step: 63 
Voltage Value: -4.200000 ; Angle Value: 136.830597 ; Time Value Ms: 13640.000000; Step: 64 
Voltage Value: -4.200000 ; Angle Value: 129.180328 ; Time Value Ms: 13645.000000; Step: 64 
Voltage Value: -4.500000 ; Angle Value: 125.901642 ; Time Value Ms: 13650.000000; Step: 65 
Voltage Value: -4.500000 ; Angle Value: 120.983604 ; Time Value Ms: 13655.000000; Step: 65 
Voltage Value: -4.800000 ; Angle Value: 136.612015 ; Time Value Ms: 13660.000000; Step: 66 
Voltage Value: -4.800000 ; Angle Value: 138.360657 ; Time Value Ms: 13665.000000; Step: 66 
Voltage Value: -5.100000 ; Angle Value: 141.202179 ; Time Value Ms: 13670.000000; Step: 67 
Voltage Value: -5.100000 ; Angle Value: 141.202179 ; Time Value Ms: 13675.000000; Step: 67 
Voltage Value: -5.400000 ; Angle Value: 116.939888 ; Time Value Ms: 13680.000000; Step: 68 
Voltage Value: -5.400000 ; Angle Value: 141.202179 ; Time Value Ms: 13685.000000; Step: 68 
Voltage Value: -5.700000 ; Angle Value: 118.032784 ; Time Value Ms: 13690.000000; Step: 69 
Voltage Value: -5.700000 ; Angle Value: 119.672134 ; Time Value Ms: 13695.000000; Step: 69 
Voltage Value: -12.000000 ; Angle Value: 142.295074 ; Time Value Ms: 13700.000000; Step: 70 
Voltage Value: -12.000000 ; Angle Value: 129.617493 ; Time Value Ms: 13705.000000; Step: 70 
Voltage Value: -12.000000 ; Angle Value: 117.049179 ; Time Value Ms: 13710.000000; Step: 71 
Voltage Value: -12.000000 ; Angle Value: 138.469940 ; Time Value Ms: 13715.000000; Step: 71 
Voltage Value: -12.000000 ; Angle Value: 123.387978 ; Time Value Ms: 13720.000000; Step: 72 
Voltage Value: -12.000000 ; Angle Value: 120.327866 ; Time Value Ms: 13725.000000; Step: 72 
Voltage Value: -12.000000 ; Angle Value: 134.098358 ; Time Value Ms: 13730.000000; Step: 73 
Voltage Value: -12.000000 ; Angle Value: 120.655739 ; Time Value Ms: 13735.000000; Step: 73 
Voltage Value: -12.000000 ; Angle Value: 140.874313 ; Time Value Ms: 13740.000000; Step: 74 
Voltage Value: -12.000000 ; Angle Value: 126.557381 ; Time Value Ms: 13745.000000; Step: 74 
Voltage Value: -12.000000 ; Angle Value: 124.043716 ; Time Value Ms: 13750.000000; Step: 75 
Voltage Value: -12.000000 ; Angle Value: 127.650276 ; Time Value Ms: 13755.000000; Step: 75 
Voltage Value: -12.000000 ; Angle Value: 136.065567 ; Time Value Ms: 13760.000000; Step: 76 
Voltage Value: -12.000000 ; Angle Value: 148.415298 ; Time Value Ms: 13765.000000; Step: 76 
Voltage Value: -12.000000 ; Angle Value: 128.306015 ; Time Value Ms: 13770.000000; Step: 77 
Voltage Value: -12.000000 ; Angle Value: 124.590164 ; Time Value Ms: 13775.000000; Step: 77 
Voltage Value: -12.000000 ; Angle Value: 146.448090 ; Time Value Ms: 13780.000000; Step: 78 
Voltage Value: -12.000000 ; Angle Value: 133.114761 ; Time Value Ms: 13785.000000; Step: 78 
Voltage Value: -12.000000 ; Angle Value: 153.005463 ; Time Value Ms: 13790.000000; Step: 79 
Voltage Value: -12.000000 ; Angle Value: 130.054642 ; Time Value Ms: 13795.000000; Step: 79 
Voltage Value: -12.000000 ; Angle Value: 146.994537 ; Time Value Ms: 13800.000000; Step: 80 
Voltage Value: -12.000000 ; Angle Value: 146.994537 ; Time Value Ms: 13805.000000; Step: 80 
Voltage Value: -12.000000 ; Angle Value: 152.459015 ; Time Value Ms: 13810.000000; Step: 81 
Voltage Value: -12.000000 ; Angle Value: 145.792343 ; Time Value Ms: 13815.000000; Step: 81 
Voltage Value: -12.000000 ; Angle Value: 150.491806 ; Time Value Ms: 13820.000000; Step: 82 
Voltage Value: -12.000000 ; Angle Value: 149.945358 ; Time Value Ms: 13825.000000; Step: 82 
Voltage Value: -12.000000 ; Angle Value: 158.907104 ; Time Value Ms: 13830.000000; Step: 83 
Voltage Value: -12.000000 ; Angle Value: 153.333328 ; Time Value Ms: 13835.000000; Step: 83 
Voltage Value: -12.000000 ; Angle Value: 152.786880 ; Time Value Ms: 13840.000000; Step: 84 
Voltage Value: -12.000000 ; Angle Value: 143.497269 ; Time Value Ms: 13845.000000; Step: 84 
Voltage Value: -12.000000 ; Angle Value: 145.136612 ; Time Value Ms: 13850.000000; Step: 85 
Voltage Value: -12.000000 ; Angle Value: 162.841537 ; Time Value Ms: 13855.000000; Step: 85 
Voltage Value: -12.000000 ; Angle Value: 141.420761 ; Time Value Ms: 13860.000000; Step: 86 
Voltage Value: -12.000000 ; Angle Value: 149.726776 ; Time Value Ms: 13865.000000; Step: 86 
Voltage Value: -12.000000 ; Angle Value: 161.420761 ; Time Value Ms: 13870.000000; Step: 87 
Voltage Value: -12.000000 ; Angle Value: 147.650269 ; Time Value Ms: 13875.000000; Step: 87 
Voltage Value: -12.000000 ; Angle Value: 155.628418 ; Time Value Ms: 13880.000000; Step: 88 
Voltage Value: -12.000000 ; Angle Value: 140.765030 ; Time Value Ms: 13885.000000; Step: 88 
Voltage Value: -12.000000 ; Angle Value: 146.994537 ; Time Value Ms: 13890.000000; Step: 89 
Voltage Value: -12.000000 ; Angle Value: 161.202179 ; Time Value Ms: 13895.000000; Step: 89 
Voltage Value: -6.000000 ; Angle Value: 166.229507 ; Time Value Ms: 13900.000000; Step: 90 
Voltage Value: -6.000000 ; Angle Value: 153.989075 ; Time Value Ms: 13905.000000; Step: 90 
Voltage Value: -5.700000 ; Angle Value: 152.677597 ; Time Value Ms: 13910.000000; Step: 91 
Voltage Value: -5.700000 ; Angle Value: 157.158463 ; Time Value Ms: 13915.000000; Step: 91 
Voltage Value: -5.400000 ; Angle Value: 170.491806 ; Time Value Ms: 13920.000000; Step: 92 
Voltage Value: -5.400000 ; Angle Value: 166.885239 ; Time Value Ms: 13925.000000; Step: 92 
Voltage Value: -5.100000 ; Angle Value: 144.918030 ; Time Value Ms: 13930.000000; Step: 93 
Voltage Value: -5.100000 ; Angle Value: 148.524597 ; Time Value Ms: 13935.000000; Step: 93 
Voltage Value: -4.800000 ; Angle Value: 144.480881 ; Time Value Ms: 13940.000000; Step: 94 
Voltage Value: -4.800000 ; Angle Value: 173.114761 ; Time Value Ms: 13945.000000; Step: 94 
Voltage Value: -4.500000 ; Angle Value: 174.644806 ; Time Value Ms: 13950.000000; Step: 95 
Voltage Value: -4.500000 ; Angle Value: 154.972672 ; Time Value Ms: 13955.000000; Step: 95 
Voltage Value: -4.200000 ; Angle Value: 174.207657 ; Time Value Ms: 13960.000000; Step: 96 
Voltage Value: -4.200000 ; Angle Value: 167.213120 ; Time Value Ms: 13965.000000; Step: 96 
Voltage Value: -3.900000 ; Angle Value: 167.431686 ; Time Value Ms: 13970.000000; Step: 97 
Voltage Value: -3.900000 ; Angle Value: 160.437164 ; Time Value Ms: 13975.000000; Step: 97 
Voltage Value: -3.600000 ; Angle Value: 146.994537 ; Time Value Ms: 13980.000000; Step: 98 
Voltage Value: -3.600000 ; Angle Value: 175.519119 ; Time Value Ms: 13985.000000; Step: 98 
Voltage Value: -3.300000 ; Angle Value: 162.841537 ; Time Value Ms: 13990.000000; Step: 99 
Voltage Value: -3.300000 ; Angle Value: 177.049179 ; Time Value Ms: 13995.000000; Step: 99 
Voltage Value: 0.000000 ; Angle Value: 153.005463 ; Time Value Ms: 14000.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 157.704926 ; Time Value Ms: 14005.000000; Step: 0 
Voltage Value: 0.000000 ; Angle Value: 151.366119 ; Time Value Ms: 14010.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 149.836060 ; Time Value Ms: 14015.000000; Step: 1 
Voltage Value: 0.000000 ; Angle Value: 162.404373 ; Time Value Ms: 14020.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 152.896179 ; Time Value Ms: 14025.000000; Step: 2 
Voltage Value: 0.000000 ; Angle Value: 164.262299 ; Time Value Ms: 14030.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 174.098358 ; Time Value Ms: 14035.000000; Step: 3 
Voltage Value: 0.000000 ; Angle Value: 162.404373 ; Time Value Ms: 14040.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 159.453552 ; Time Value Ms: 14045.000000; Step: 4 
Voltage Value: 0.000000 ; Angle Value: 173.879776 ; Time Value Ms: 14050.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 166.994537 ; Time Value Ms: 14055.000000; Step: 5 
Voltage Value: 0.000000 ; Angle Value: 176.174866 ; Time Value Ms: 14060.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 157.486343 ; Time Value Ms: 14065.000000; Step: 6 
Voltage Value: 0.000000 ; Angle Value: 177.267761 ; Time Value Ms: 14070.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 163.060104 ; Time Value Ms: 14075.000000; Step: 7 
Voltage Value: 0.000000 ; Angle Value: 169.617493 ; Time Value Ms: 14080.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 170.054642 ; Time Value Ms: 14085.000000; Step: 8 
Voltage Value: 0.000000 ; Angle Value: 152.786880 ; Time Value Ms: 14090.000000; Step: 9 
Voltage Value: 0.000000 ; Angle Value: 163.825134 ; Time Value Ms: 14095.000000; Step: 9 
Voltage Value: 3.000000 ; Angle Value: 175.956284 ; Time Value Ms: 14100.000000; Step: 10 
Voltage Value: 3.000000 ; Angle Value: 149.398911 ; Time Value Ms: 14105.000000; Step: 10 
Voltage Value: 3.300000 ; Angle Value: 171.038254 ; Time Value Ms: 14110.000000; Step: 11 
Voltage Value: 3.300000 ; Angle Value: 156.284149 ; Time Value Ms: 14115.000000; Step: 11 
Voltage Value: 3.600000 ; Angle Value: 153.770493 ; Time Value Ms: 14120.000000; Step: 12 
Voltage Value: 3.600000 ; Angle Value: 178.797821 ; Time Value Ms: 14125.000000; Step: 12 
Voltage Value: 3.900000 ; Angle Value: 161.530060 ; Time Value Ms: 14130.000000; Step: 13 
Voltage Value: 3.900000 ; Angle Value: 173.442627 ; Time Value Ms: 14135.000000; Step: 13 
Voltage Value: 4.200000 ; Angle Value: 166.775955 ; Time Value Ms: 14140.000000; Step: 14 
Voltage Value: 4.200000 ; Angle Value: 148.524597 ; Time Value Ms: 14145.000000; Step: 14 
Voltage Value: 4.500000 ; Angle Value: 180.327866 ; Time Value Ms: 14150.000000; Step: 15 
Voltage Value: 4.500000 ; Angle Value: 147.650269 ; Time Value Ms: 14155.000000; Step: 15 
Voltage Value: 4.800000 ; Angle Value: 171.912567 ; Time Value Ms: 14160.000000; Step: 16 
Voltage Value: 4.800000 ; Angle Value: 177.267761 ; Time Value Ms: 14165.000000; Step: 16 
Voltage Value: 5.100000 ; Angle Value: 148.633881 ; Time Value Ms: 14170.000000; Step: 17 
Voltage Value: 5.100000 ; Angle Value: 167.650269 ; Time Value Ms: 14175.000000; Step: 17 
Voltage Value: 5.400000 ; Angle Value: 148.196716 ; Time Value Ms: 14180.000000; Step: 18 
Voltage Value: 5.400000 ; Angle Value: 172.786880 ; Time Value Ms: 14185.000000; Step: 18 
Voltage Value: 5.700000 ; Angle Value: 175.956284 ; Time Value Ms: 14190.000000; Step: 19 
Voltage Value: 5.700000 ; Angle Value: 158.142075 ; Time Value Ms: 14195.000000; Step: 19 
Voltage Value: 12.000000 ; Angle Value: 167.213120 ; Time Value Ms: 14200.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 172.786880 ; Time Value Ms: 14205.000000; Step: 20 
Voltage Value: 12.000000 ; Angle Value: 150.819672 ; Time Value Ms: 14210.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 167.759567 ; Time Value Ms: 14215.000000; Step: 21 
Voltage Value: 12.000000 ; Angle Value: 152.131149 ; Time Value Ms: 14220.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 148.196716 ; Time Value Ms: 14225.000000; Step: 22 
Voltage Value: 12.000000 ; Angle Value: 157.377045 ; Time Value Ms: 14230.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 162.732239 ; Time Value Ms: 14235.000000; Step: 23 
Voltage Value: 12.000000 ; Angle Value: 169.289612 ; Time Value Ms: 14240.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 172.459015 ; Time Value Ms: 14245.000000; Step: 24 
Voltage Value: 12.000000 ; Angle Value: 161.420761 ; Time Value Ms: 14250.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 140.109283 ; Time Value Ms: 14255.000000; Step: 25 
Voltage Value: 12.000000 ; Angle Value: 161.748627 ; Time Value Ms: 14260.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 146.120224 ; Time Value Ms: 14265.000000; Step: 26 
Voltage Value: 12.000000 ; Angle Value: 142.513657 ; Time Value Ms: 14270.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 150.382507 ; Time Value Ms: 14275.000000; Step: 27 
Voltage Value: 12.000000 ; Angle Value: 138.579239 ; Time Value Ms: 14280.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 163.497269 ; Time Value Ms: 14285.000000; Step: 28 
Voltage Value: 12.000000 ; Angle Value: 164.699448 ; Time Value Ms: 14290.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 145.683060 ; Time Value Ms: 14295.000000; Step: 29 
Voltage Value: 12.000000 ; Angle Value: 138.907104 ; Time Value Ms: 14300.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 164.043716 ; Time Value Ms: 14305.000000; Step: 30 
Voltage Value: 12.000000 ; Angle Value: 141.748627 ; Time Value Ms: 14310.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 144.043716 ; Time Value Ms: 14315.000000; Step: 31 
Voltage Value: 12.000000 ; Angle Value: 134.207657 ; Time Value Ms: 14320.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 132.349731 ; Time Value Ms: 14325.000000; Step: 32 
Voltage Value: 12.000000 ; Angle Value: 145.573776 ; Time Value Ms: 14330.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 157.158463 ; Time Value Ms: 14335.000000; Step: 33 
Voltage Value: 12.000000 ; Angle Value: 128.415298 ; Time Value Ms: 14340.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 147.978149 ; Time Value Ms: 14345.000000; Step: 34 
Voltage Value: 12.000000 ; Angle Value: 158.469940 ; Time Value Ms: 14350.000000; Step: 35 
Voltage Value: 12.000000 ; Angle Value: 146.666672 ; Time Value Ms: 14355.000000; Step: 35 
